product_name,total,reordered,ordered_once,reordered_percent
Sliced Chicken Entree Cat Food,72,51,21,70.83333333333334
Ultra Power Plus Laundry Detergent 54 loads,353,161,192,45.609065155807365
Special Recipe Italian Bread,101,61,40,60.396039603960396
Almond Honey Protein+ Bar,427,259,168,60.65573770491803
Blueberry Pomegranate Acaí Cultured Goat Milk Kefir,452,343,109,75.88495575221239
"Tea, Superflower, Hibiscus, Blueberry, Caffeine-Free, Bags",27,4,23,14.814814814814813
White Chicken Chili,8,4,4,50.0
Chips Ahoy! Chewy Cookies,1527,834,693,54.616895874263264
Chow Mein Thin Noodles,3,0,3,0.0
"Almond Spread, Dark Chocolate",9,2,7,22.22222222222222
Sleepytime Sinus Soother Herbal Tea,11,0,11,0.0
Hummus Wrap,50,31,19,62.0
Sloppy Joe Sauce,16,0,16,0.0
Ibuprofen Liquid Gels,853,302,551,35.40445486518171
Sparkling Blueberry,266,88,178,33.08270676691729
Whole Wheat Fig Bar,661,363,298,54.91679273827535
Total Advanced Floss Tip Medium Toothbrush,16,3,13,18.75
Honey Vanilla Greek Yogurt,2765,1785,980,64.55696202531645
Acai Dragonfruit Melon Green Tea,3,0,3,0.0
Sore Throat Wild Cherry Lozenges,7,0,7,0.0
Fiber 4g Gummy Dietary Supplement,45,8,37,17.77777777777778
Salt Free Seasoning,32,4,28,12.5
Liquid Water Enhancer Peach Green Tea With Ginseng & Honey,5,1,4,20.0
100% Natural Just Peaches,80,50,30,62.5
Old Fashioned Vegetable Beef Soup,101,43,58,42.57425742574257
"Soup, Lower Sodium, Organic, Split Pea",91,34,57,37.362637362637365
Kabocha Squash,141,69,72,48.93617021276596
Whipping Cream,96,35,61,36.45833333333333
Lite Beer,150,72,78,48.0
Half 'n Half Lemonade Tea,138,78,60,56.52173913043478
Fancy Diced Hot Chilies,23,5,18,21.73913043478261
Plastic Measuring Cups,3,0,3,0.0
Lavender Body Wash,8,0,8,0.0
Organic Reposado Tequila,6,2,4,33.33333333333333
Chub Mackerel,12,3,9,25.0
Naturally Aged Cheddar Cheese Block Hot Habanero,26,12,14,46.15384615384615
Organic Pitted Kalamata Olives,101,32,69,31.683168316831683
Most Wanted Cabernet Sauvignon Red Wine,24,13,11,54.166666666666664
Slow Churned Mint Chocolate Chip Ice Cream,837,346,491,41.33811230585424
Black Peppercorns,3020,468,2552,15.496688741721854
"Gentle Clean Foaming Face Cleanser, 6.7 fl oz Female Skin Care",28,11,17,39.285714285714285
"\""Constant Comment\"" Decaffeinated Black Tea Blend",72,27,45,37.5
Plain Greek Goat Yogurt,94,53,41,56.38297872340425
Country Stew Choice Cuts In Gravy Dog Food,22,11,11,50.0
Lowfat Raspberry Kefir Probiotic Cultured Milk Smoothie,1729,954,775,55.1764025448236
"Can/Bottle Opener, Chrome",13,0,13,0.0
Organic Orange Turmeric Juice,105,71,34,67.61904761904762
Dough for Turnover Pastries,30,8,22,26.666666666666668
Gin Gins Candy,12,1,11,8.333333333333332
Pompelmo Water,11,2,9,18.181818181818183
"Couscous, Israeli, Garlic Jalapeno",20,16,4,80.0
Pear and Blueberry Baby Breakfast,342,209,133,61.111111111111114
Yellow Cherry Tomato,3,1,2,33.33333333333333
Pure Cane Granulated W/Spout Sugar,450,112,338,24.88888888888889
Designer 9 Oz. Paper Cups,37,14,23,37.83783783783784
Mascarpone Pistachio Caramel Gelato,4,1,3,25.0
Daily Moisture Shampoo,201,53,148,26.368159203980102
Aspirin 325 Mg,24,5,19,20.833333333333336
Non-Scratch Scrub Sponges,1770,316,1454,17.853107344632768
Proactive Health Mature Adult Hairball Care Cat Food,40,28,12,70.0
"Frozen Desserts, Fit, Salted Caramel",511,305,206,59.68688845401174
Wild Rice Blend,68,23,45,33.82352941176471
Velveeta Shells & Cheese Bold Jalapeno,4,0,4,0.0
100% Natural String Cheese Mozzarella Cheese,39,18,21,46.15384615384615
Arrowroot Powder,38,7,31,18.421052631578945
Tikka Masala Curry Sauce,78,24,54,30.76923076923077
Freeze-Dried Edamame Veggie Snack,158,90,68,56.9620253164557
Starting Solids Carrots Organic Baby Food,51,15,36,29.411764705882355
Protein Blend Honey Oats & Seeds Cereal,8,1,7,12.5
Lecithin Granules Non-GMO,5,0,5,0.0
Multigrain Pop Cakes,289,194,95,67.1280276816609
Honey Maid Graham Cracker Crumbs,207,36,171,17.391304347826086
Freezer Safe Pint Jars Wide Mouth,68,3,65,4.411764705882353
Organic Lowfat Pomegranate Acai Kefir Probiotic Cultured Milk Smoothie,147,101,46,68.70748299319727
American Cheese Slices,1229,673,556,54.759967453213996
French Rolls,622,339,283,54.5016077170418
Turkey Meatloaf & Mashed Potatoes,112,45,67,40.17857142857143
Antioxidant Infusions Brasilia Blueberry,953,647,306,67.89087093389297
Sweet & Smokey Kansas City Bbq Sauce,22,5,17,22.727272727272727
Daily Shower Cleaner Ylang Ylang,436,109,327,25.0
Coffee Liqueur,274,90,184,32.846715328467155
Biotin & Collagen Shampoo,72,11,61,15.277777777777779
in Gravy with Carrots Peas & Corn Mashed Potatoes & Meatloaf Nuggets,45,23,22,51.11111111111111
Good & Clean Gentle Acne Wash,18,2,16,11.11111111111111
Alcohol Free Maple Flavor,10,0,10,0.0
Invigorating Face Wash Men,52,12,40,23.076923076923077
Tasty Treasures Cat Food Variety Pack,30,16,14,53.333333333333336
Essentials Foaming Facial Cleanser,28,2,26,7.142857142857142
7UP,177,120,57,67.79661016949152
Adult Dog Formula Dog Food,120,65,55,54.166666666666664
Unsalted Pretzel Round,17,11,6,64.70588235294117
Stuffed Pasta Shells,7,0,7,0.0
"Tomato Paste with Basil, Oregano & Garlic Flavor",14,7,7,50.0
Rescue Remedy,152,32,120,21.052631578947366
Belgian Waffles,334,180,154,53.89221556886228
Kosher Dill Babies,62,31,31,50.0
Take Alongs Twist & Seal Liquid Storage,4,1,3,25.0
Tri Color Tortilla Strips,126,48,78,38.095238095238095
Beef Strips Portabella Complete Meals,9,2,7,22.22222222222222
with Dawn Action Pacs Fresh Scent Dishwasher Detergent Pacs,214,45,169,21.02803738317757
Medium to Firm Hold Hair Styling Foam,12,3,9,25.0
Rice & Bean Snack Chips With Adzuki Beans Chipotle Cheese,27,17,10,62.96296296296296
Classic Original Hummus,561,288,273,51.33689839572193
Creamy Danish Blue Cheese Wedge,26,1,25,3.8461538461538463
Tomatillo Salsa,2926,1099,1827,37.55980861244019
1000 Roses Floral Toner for Sensitive Skin,21,3,18,14.285714285714285
Hi-Chew Strawberry Fruit,98,50,48,51.02040816326531
Cranberry Almond Fruit Clusters Dried Cranberries,38,14,24,36.84210526315789
"Granola, Veritas, Organic",39,17,22,43.58974358974359
"Riesling, Mosel, 2014",36,24,12,66.66666666666666
Organic Mango Peach Carrot Kickstart Smoothie,362,113,249,31.215469613259668
BBQ Concentrate & Marinade Sauce,13,7,6,53.84615384615385
Turkey Chili,1284,933,351,72.66355140186917
Even The Kitchen Sink Kitchen & Bath Scrubber,22,6,16,27.27272727272727
Bake & Break Cheese Garlic Loaf,5,1,4,20.0
Red Seedless Grapes Imported,324,144,180,44.44444444444444
Organic Raw Almond Butter,58,19,39,32.758620689655174
Cookie Chips Crunchy Dark Chocolate Chocolate Chip Cookies,28,6,22,21.428571428571427
Tea Temples Green Tea With Mint,29,13,16,44.827586206896555
Smoke Roasted Wild Sockeye Asian Sesame Salmon,6,2,4,33.33333333333333
Traditional Tartar Sauce,3,0,3,0.0
Pure Moringa Vegetable Powder,94,23,71,24.46808510638298
Embrace Sensitive Women's 5 Blade Disposable Razors,8,3,5,37.5
Light and Fluffy  Blueberry Pancake Mix,46,9,37,19.565217391304348
Organic Thin Sliced 100% Whole Wheat Bread,107,54,53,50.467289719626166
Malbec Red Wine,61,26,35,42.62295081967213
Artisan Style Melts Quattro Formaggi Pizza,64,7,57,10.9375
Golden Cupcakes 8 Pack,14,2,12,14.285714285714285
White Chicken Chili with Beans Pouch,4,2,2,50.0
Thin & Crispy Crust Pepperoni Pizza,65,37,28,56.92307692307692
Brown Bobby Pins,24,1,23,4.166666666666666
Red Roses,12,3,9,25.0
Crunch Vanilla Sugar Mini Cookies,3,0,3,0.0
Organic Medium Yellow Thai Curry,193,52,141,26.94300518134715
Vanilla Sugar Cookies,104,13,91,12.5
Liqui-Gels Softgels Dye-Free Allergy,141,23,118,16.312056737588655
"10\"" Bamboo Skewers",155,14,141,9.032258064516128
Stain Odor Eliminator Detergent,17,5,12,29.411764705882355
Washington State Merlot,14,2,12,14.285714285714285
Garnet Sweet Potato (Yam),6735,3539,3196,52.54639940608761
Lite Whipped Topping,84,38,46,45.23809523809524
Vanilla Incense of Auroville,14,2,12,14.285714285714285
Organic Blueberry Pomegranate Whole Milk Yogurt,184,116,68,63.04347826086957
Pretzel Thins Parmesan Herb Crackers,9,4,5,44.44444444444444
Geranium Daily Bar Soap,62,21,41,33.87096774193548
Air Effects Gain Island Fresh,36,4,32,11.11111111111111
Special K Original Cereal,1312,752,560,57.3170731707317
Salsa Roja,81,57,24,70.37037037037037
Almonds Roasted and Salted,51,23,28,45.09803921568628
Oreo Cookies and Cream Chocolate Frozen Dairy Dessert,55,25,30,45.45454545454545
SpongeBob Shapes Macaroni & Cheese Dinner,49,29,20,59.183673469387756
"Linguine, No. 6",204,73,131,35.78431372549019
Gluten Free Peanut Butter Berry  Chewy With A Crunch Granola Bars,817,428,389,52.38678090575275
Injera Flat Bread,71,55,16,77.46478873239437
Dailyfoods Vitamin D-3 2000 IU,8,2,6,25.0
Chicken & Brown Rice Formula Cat Food,44,26,18,59.09090909090909
Cabernet Sauvignon California,113,40,73,35.39823008849557
Floor Care Tile & Vinyl Floor Finish Clean Scent,9,2,7,22.22222222222222
Thick & Zesty Spaghetti Sauce Mix,100,51,49,51.0
Organic Crunchy Slaw Americana Salad,79,15,64,18.9873417721519
Banana Chocolate Chip,24,8,16,33.33333333333333
NasaFlo Neti Pot Sinus Relief with Premixed,34,0,34,0.0
Cookie Sheets,110,30,80,27.27272727272727
Natural Liquid Laundry Detergent - Blue Eucalyptus and Lavender,4258,2036,2222,47.815875998121186
Salted Caramel Ice Cream,112,33,79,29.464285714285715
Goober Strawberry,57,16,41,28.07017543859649
Sparkling Lemon Seltzer Water,23,11,12,47.82608695652174
Clarified Lime Juice,9,3,6,33.33333333333333
Mac & Cheezy Ravioli For Kids,27,13,14,48.148148148148145
Uncured Hard Salami,2147,1348,799,62.78528178854215
"Rice, Extra Long Grain, Enriched",70,24,46,34.285714285714285
"Infinity Always Infinity Size 2 Super Pads with Wings, Unscented, 16 ct Feminine Care",69,18,51,26.08695652173913
Plain Dairy-Free Probiotic Drinkable Cashewgurt,127,45,82,35.43307086614173
Supreme Pretzel Crackers,246,129,117,52.4390243902439
Silken Tofu,126,49,77,38.88888888888889
Organic Mozzarella,409,216,193,52.81173594132029
Apple Sparkling Juice Beverage,4,0,4,0.0
Spanish Peanuts,7,3,4,42.857142857142854
Norwegian Salmon Oil Omega-3s EPA & DHA Dietary Supplement Soft Gels 1000 mg,5,2,3,40.0
98% Fat Free Cream Of Chicken Soup,13,0,13,0.0
Fudge Brownies with English Walnuts,91,50,41,54.94505494505495
Fun Size Snacks,27,13,14,48.148148148148145
Chub Chorizo,26,3,23,11.538461538461538
"Chicken Breast Nuggets, Dinosaur Shaped",831,396,435,47.65342960288809
Organic Hearty Garden Vegetable Soup,662,364,298,54.98489425981873
Low Fat Honey Graham Crackers,16,6,10,37.5
Fresh Oj,13,2,11,15.384615384615385
Probiotics Women 50 & Wiser Vegetarian Capsules,54,25,29,46.2962962962963
Snack Size Candy,484,226,258,46.69421487603306
Original Puffcorn,147,86,61,58.50340136054422
Satin Care Sensitive Skin Shave Gel,49,11,38,22.448979591836736
Coconut Milk Creamer Barista Style Original,357,166,191,46.49859943977591
Organic California Blend,109,44,65,40.36697247706422
Little Bites Snickerdoodle Muffins,84,46,38,54.761904761904766
Red Raspberry Jam,29,3,26,10.344827586206897
Multigrain Peanut Butter Cereal,82,21,61,25.609756097560975
Won Ton Wrappers,52,16,36,30.76923076923077
Green Berry Rush Juice Drink,9,1,8,11.11111111111111
Spicy Tomato & Basil Pasta Sauce,402,154,248,38.308457711442784
Cheddar Cheese Curds,24,11,13,45.83333333333333
Three Cheese Ravioli,138,79,59,57.2463768115942
"Kidney Beans, Dark, Premium",49,21,28,42.857142857142854
Organic Southwestern Vegetable Soup,1199,587,612,48.95746455379483
"Prenatal One, Tablets",147,58,89,39.455782312925166
Organic Fruit Punch,41,23,18,56.09756097560976
Melanie Medleys Vegetable Cream Cheese,7,2,5,28.57142857142857
Elbow Macaroni,724,261,463,36.049723756906076
Classic coke,1212,763,449,62.95379537953796
Pop'n Hot! Vegan Broccoli Poppers,114,41,73,35.96491228070175
Organic Salted Butter,15035,8988,6047,59.780512138343866
Garden Strawberry Fruit Spread,12,4,8,33.33333333333333
"Flax, Oat Bran & Whole Wheat Flour Tortillas",175,127,48,72.57142857142857
Ultra Thin Super Long with Wings Pads,15,6,9,40.0
Fettucine Paglia & Fieno Enriched Egg Pasta,31,9,22,29.03225806451613
Biotin Super Strength 7500 mcg Tablets,3,0,3,0.0
"Nutrition Bar, Raw Organic, Pineapple Almond + Raw Protein",10,3,7,30.0
Keebler Sandies Cashew 12.8 Oz,43,34,9,79.06976744186046
Zero Strawberry Lemon,259,157,102,60.61776061776062
Foldit Flatbreads Artisan Rosemary & Olive Oil,14,6,8,42.857142857142854
Sweet Lemon Rain Dance Bar,17,10,7,58.82352941176471
Ultra Concentrated Antibacterial Hand Soap Lemon Scent Dishwashing Liquid,25,8,17,32.0
Pico De Gallo,836,337,499,40.311004784689
Cream Style Corn,182,51,131,28.021978021978022
Imitation Crabmeat,11,2,9,18.181818181818183
Whole Wheat Loaves,185,143,42,77.29729729729729
"Automatic Dish Packs, Lemon Verbena Scent",51,12,39,23.52941176470588
Chicken Liver Paté Canned Cat Food,123,81,42,65.85365853658537
The Santa Cruz Burrito,386,189,197,48.96373056994819
"Coconut Drink, Vanilla",31,18,13,58.06451612903226
Vegan Shells & Creamy Sauce Mac & Cheese Macaroni & Cheese Organic,600,197,403,32.83333333333333
Double Berry Cheesecake,3,0,3,0.0
Chicken Base,726,212,514,29.201101928374655
Sponge Blossoms,56,28,28,50.0
"Thin Cakes, Puffed Multigrain",125,85,40,68.0
Sunset Blush,27,6,21,22.22222222222222
Peach Aloe Vera Drink,144,100,44,69.44444444444444
Original Minis Pretzel Chips,28,7,21,25.0
Awesome Strength Paper Towels,40,20,20,50.0
Acne Dote Clean 'n Treat Towellettes,53,21,32,39.62264150943396
Whole Wheat Mini Toasts,4,1,3,25.0
Cruisers Diapers Jumbo Pack - Size 5,78,25,53,32.05128205128205
Town House Sea Salt & Olive Oil Flatbread Crisps,181,56,125,30.939226519337016
Organic Elmo Vegetable Soup,5,1,4,20.0
Organic Porcini Mushroom Risotto,148,60,88,40.54054054054054
Tea Tree + Sea Buckthorn Calming Shampoo,13,0,13,0.0
Cocktail Time Hummus,7,1,6,14.285714285714285
Sausage Gravy & Biscuit,10,3,7,30.0
"Antibacterial, Pomegranate & Tangerine Hand Soap with Moisturizer",25,4,21,16.0
Vegetable Hearty Garden Soup,27,10,17,37.03703703703704
Organic Promise Strawberry Fields Cereal,3151,1985,1166,62.99587432561091
Skirt Steak,90,35,55,38.88888888888889
Tropical Brain Toniq,18,11,7,61.111111111111114
Greek & Chia Blood Orange Yogurt,80,31,49,38.75
Diet Dr Pepper Bottles,682,502,180,73.60703812316716
Tea Tree Replenishing Shampoo,10,2,8,20.0
Quick Cooking Steel Cut Oats,432,200,232,46.2962962962963
Baby's Mineral Lotion Spf 50,19,3,16,15.789473684210526
Sugo Rosa Pasta Sauce,214,127,87,59.345794392523366
Jet Fuel Dark Roast Whole Bean Coffee,28,25,3,89.28571428571429
Blueberry Blast Bar,3,0,3,0.0
Cheese Spread Port Wine,194,96,98,49.48453608247423
Traditional No Fat Refried Beans,804,433,371,53.85572139303483
Outlast Xtend Clean Lavender Invisible Solid,10,1,9,10.0
Fajita Flour Tortillas,419,190,229,45.346062052505964
Furniture Polish Lemon Scent,12,1,11,8.333333333333332
XyliWhite Platinum Mint Toothpaste Gel,15,5,10,33.33333333333333
Unscented Regular Sleek Tampons,13,3,10,23.076923076923077
Soft Eating Mango Flavor Liquorice,29,15,14,51.724137931034484
Garlic Barrel Pickles,10,4,6,40.0
Vegetarian Brown  Gravy Mix,113,16,97,14.15929203539823
Direct Trade El Diablo Dark Roast Whole Bean Coffee,967,615,352,63.598759048603924
Pink Moscato California,34,3,31,8.823529411764707
Breakfast Blend Light Roast K-Cup Packs,774,480,294,62.01550387596899
Vitamin C Formula 1000 mg Vegetarian Tablets,7,0,7,0.0
Mouthwash Clean Mint Listerine® Zero™,48,25,23,52.083333333333336
Sweeper Open Window Fresh Scent Wet Mopping Cloths Refill,1474,536,938,36.36363636363637
Traditional Chicken Tuscany Soup,10,2,8,20.0
Scars Cream + SPF 30,4,0,4,0.0
Artisan Spiced Pecan Turtle Ice Cream,9,3,6,33.33333333333333
Sweet Chai of Mine Chai Tea Bags,4,0,4,0.0
Snack Sticks Chicken & Rice Recipe Dog Treats,656,399,257,60.82317073170732
Movie Theater Butter Pop Corn,706,276,430,39.09348441926346
Pods Spring Meadow Detergent + Stain Remover + Brightener,102,22,80,21.568627450980394
Ceylon Cinnamon,27,1,26,3.7037037037037033
Gluten-Free Boom Chicka Pop Sweet & Spicy Popcorn,422,214,208,50.71090047393365
HE Turbo Powder Original  Laundry Detergent,86,32,54,37.2093023255814
"Wraps, Turmeric",70,30,40,42.857142857142854
Superfood Bar Goji Acai Organic,23,9,14,39.130434782608695
Restorative Biotin Conditioner,111,32,79,28.82882882882883
Wild Mushroom Vegetarian Quarter Loaf,69,30,39,43.47826086956522
Lemon Fresh Multi Surface Cleaner,35,9,26,25.71428571428571
Cinnamon Pop'ettes,14,7,7,50.0
Salame All Natural Uncured Pepperoni,43,12,31,27.906976744186046
Four Cheese Pizza Frozen Sandwiches,146,81,65,55.47945205479452
"Beer, IPA",18,11,7,61.111111111111114
100% Whole Wheat Flour Burrito Tortillas,205,73,132,35.609756097560975
Almond Breeze Unsweetened Almond Coconut Milk Blend,649,407,242,62.71186440677966
Gourmet Australian Style Liquorice,23,8,15,34.78260869565217
Celery Heart,221,87,134,39.366515837104075
Bean Threads,20,12,8,60.0
Organic Raw Coconut Aminos,1203,411,792,34.1645885286783
Pepperoni Party Pizza,699,430,269,61.51645207439199
Organic Four Bean Feast Baby Food,317,161,156,50.78864353312302
Complete Funfetti Buttermilk Pancake & Waffle Mix,9,4,5,44.44444444444444
Honeydew Hawaiian Shampoo,14,3,11,21.428571428571427
Xylitol Sweetener,265,101,164,38.113207547169814
Romaine,39,18,21,46.15384615384615
Dark Chocolate Bar 68% Cacao,29,22,7,75.86206896551724
Marble Cake Slice,7,3,4,42.857142857142854
Clean Day Countertop Spray,12,1,11,8.333333333333332
Tomatillos Tomatoes,33,3,30,9.090909090909092
Milk Chocolate Toffee Bits,61,14,47,22.950819672131146
Hydro Silk Women's Sensitive Skin Refill Blades,14,2,12,14.285714285714285
Skim Milk sharp Cheddar Cheese Singles,231,123,108,53.246753246753244
Malt Vinegar & Sea Salt Kettle Cooked Potato Chips,191,124,67,64.92146596858639
Premium Deli Hard Salami,54,24,30,44.44444444444444
No Sugar Added The Original Fudge Pops,464,276,188,59.48275862068966
Pain Reliever and Fever Reducer Cherry Infant Drops,112,24,88,21.428571428571427
Cracker Trio Selected Favorites,679,229,450,33.726067746686304
Tidy Cats 4-in-1 Strength Cat Litter,6,3,3,50.0
100% Columbian Coffee,19,11,8,57.89473684210527
Lemonade Flavor Drink Mix,150,51,99,34.0
Classic Butter Microwave Popcorn,4,2,2,50.0
Swaddlers Diapers Jumbo Pack Size Newborn,116,36,80,31.03448275862069
Refried Beans Vegetarian,429,185,244,43.12354312354312
Organic Fiber Fruit Blend,20,2,18,10.0
Nacho Grain-Free Tortilla Chips,185,67,118,36.21621621621622
Sliced American Cheese,523,306,217,58.508604206500955
Preference Fade-Defying Color + Shine System 9.5NB Lightest Natural Blonde,6,1,5,16.666666666666664
Butter Flavor Pan Popcorn,197,73,124,37.055837563451774
Deluxe White Cheddar & Bacon Macaroni & Cheese Dinner,7,1,6,14.285714285714285
Double Control Small Roach Baits Insecticide,8,0,8,0.0
Organic 100% Whole Wheat Rigatoni,27,3,24,11.11111111111111
Organic Dried Cranberries,395,173,222,43.79746835443038
Fruit Salad Gummi Candy,30,10,20,33.33333333333333
Teensy Fruits Baby Fruit Snacks Berry,274,182,92,66.42335766423358
All Natural Homestyle California Lemon Limeade,707,385,322,54.45544554455446
Cat Treats Hair Ball Control Chicken,191,119,72,62.30366492146597
Breadstick,638,501,137,78.52664576802508
Organic Shredded Mild Cheddar,8326,5605,2721,67.31924093202018
"85% Lean, 15% Fat Ground Turkey (013021)",271,120,151,44.28044280442804
